number,rootCoordinate,artifact,mergeTime,internalNodes,externalNodes,internalEdges,externalEdges,resolvedNodes,resolvedEdges,dependencies
127,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,one.util:streamex:0.6.7,86090,4971,656,28715,4142,22113,22113,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
128,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.springframework:spring-orm:4.2.5.RELEASE,72660,2182,833,1884,3589,22938,22938,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
129,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.hibernate:hibernate-entitymanager:4.3.11.Final,99733,3909,1106,6228,4798,35803,35803,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
130,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,antlr:antlr:2.7.7,89897,2746,243,9772,3538,3391,3391,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
131,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.springframework:spring-test:4.2.5.RELEASE,69720,2741,940,2714,4602,35099,35099,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE
132,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.springframework:spring-beans:4.2.5.RELEASE,100817,2696,919,4719,5424,50730,50730,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
133,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.springframework:spring-core:4.2.5.RELEASE,123838,5037,1099,11711,7371,60347,60347,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
134,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,com.google.guava:guava:27.0-jre,148900,16542,1635,133450,12656,85447,85447,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
135,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.hibernate:hibernate-core:4.3.11.Final,279249,30569,2568,120811,32285,278955,278955,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
136,com.amap.api:navi-solo:1.9.3,com.amap.api:navi-solo:1.9.3,1,3585,1182,5151,5275,0,0,
137,com.amazonaws:aws-java-sdk-sqs:1.11.676,com.amazonaws:jmespath-java:1.11.676,333,129,39,264,111,503,503,com.amazonaws:aws-java-sdk-sqs:1.11.676;com.amazonaws:aws-java-sdk-core:1.11.676;commons-logging:commons-logging:1.1.3;org.apache.httpcomponents:httpclient:4.5.9;org.apache.httpcomponents:httpcore:4.4.11;commons-codec:commons-codec:1.11;software.amazon.ion:ion-java:1.0.2;com.fasterxml.jackson.core:jackson-databind:2.6.7.3;com.fasterxml.jackson.core:jackson-annotations:2.6.0;com.fasterxml.jackson.core:jackson-core:2.6.7;com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.6.7;joda-time:joda-time:2.8.1
138,com.amazonaws:aws-java-sdk-sqs:1.11.676,com.fasterxml.jackson.core:jackson-annotations:2.6.0,820,204,39,68,110,6,6,com.amazonaws:aws-java-sdk-sqs:1.11.676;com.amazonaws:aws-java-sdk-core:1.11.676;commons-logging:commons-logging:1.1.3;org.apache.httpcomponents:httpclient:4.5.9;org.apache.httpcomponents:httpcore:4.4.11;commons-codec:commons-codec:1.11;software.amazon.ion:ion-java:1.0.2;com.fasterxml.jackson.core:jackson-databind:2.6.7.3;com.fasterxml.jackson.core:jackson-core:2.6.7;com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.6.7;joda-time:joda-time:2.8.1;com.amazonaws:jmespath-java:1.11.676
139,com.amazonaws:aws-java-sdk-sqs:1.11.676,com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.6.7,1279,272,160,411,415,490,431,com.amazonaws:aws-java-sdk-sqs:1.11.676;com.amazonaws:aws-java-sdk-core:1.11.676;commons-logging:commons-logging:1.1.3;org.apache.httpcomponents:httpclient:4.5.9;org.apache.httpcomponents:httpcore:4.4.11;commons-codec:commons-codec:1.11;software.amazon.ion:ion-java:1.0.2;com.fasterxml.jackson.core:jackson-databind:2.6.7.3;com.fasterxml.jackson.core:jackson-annotations:2.6.0;com.fasterxml.jackson.core:jackson-core:2.6.7;joda-time:joda-time:2.8.1;com.amazonaws:jmespath-java:1.11.676
140,com.amazonaws:aws-java-sdk-sqs:1.11.676,commons-logging:commons-logging:1.1.3,2452,337,200,384,592,399,309,com.amazonaws:aws-java-sdk-sqs:1.11.676;com.amazonaws:aws-java-sdk-core:1.11.676;org.apache.httpcomponents:httpclient:4.5.9;org.apache.httpcomponents:httpcore:4.4.11;commons-codec:commons-codec:1.11;software.amazon.ion:ion-java:1.0.2;com.fasterxml.jackson.core:jackson-databind:2.6.7.3;com.fasterxml.jackson.core:jackson-annotations:2.6.0;com.fasterxml.jackson.core:jackson-core:2.6.7;com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.6.7;joda-time:joda-time:2.8.1;com.amazonaws:jmespath-java:1.11.676
141,com.amazonaws:aws-java-sdk-sqs:1.11.676,commons-codec:commons-codec:1.11,3158,804,214,998,1135,1425,1425,com.amazonaws:aws-java-sdk-sqs:1.11.676;com.amazonaws:aws-java-sdk-core:1.11.676;commons-logging:commons-logging:1.1.3;org.apache.httpcomponents:httpclient:4.5.9;org.apache.httpcomponents:httpcore:4.4.11;software.amazon.ion:ion-java:1.0.2;com.fasterxml.jackson.core:jackson-databind:2.6.7.3;com.fasterxml.jackson.core:jackson-annotations:2.6.0;com.fasterxml.jackson.core:jackson-core:2.6.7;com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.6.7;joda-time:joda-time:2.8.1;com.amazonaws:jmespath-java:1.11.676
142,com.amazonaws:aws-java-sdk-sqs:1.11.676,com.fasterxml.jackson.core:jackson-core:2.6.7,3511,1847,226,3894,1185,532,532,com.amazonaws:aws-java-sdk-sqs:1.11.676;com.amazonaws:aws-java-sdk-core:1.11.676;commons-logging:commons-logging:1.1.3;org.apache.httpcomponents:httpclient:4.5.9;org.apache.httpcomponents:httpcore:4.4.11;commons-codec:commons-codec:1.11;software.amazon.ion:ion-java:1.0.2;com.fasterxml.jackson.core:jackson-databind:2.6.7.3;com.fasterxml.jackson.core:jackson-annotations:2.6.0;com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.6.7;joda-time:joda-time:2.8.1;com.amazonaws:jmespath-java:1.11.676
